Accuracy	Significant level		N
0.60				0.40			8
0.75				0.25			7
0.80				0.20			7
0.90				0.10			7
0.95				0.05			7
0.50				0.35			9
0.50				0.50			9
0.78				0.90			7
0.30				0.15			12
0.27				0.40			12
0.23				0.42			13
0.40				0.80			10
0.80				0.15			7
0.15				0.16			17
0.16				0.23			16
0.42				0.40			10
